latbins,-180,-179.75,-179.5,-179.25,-179,-178.75,-178.5,-178.25,-178,-177.75,-177.5,-177.25,-177,-176.75,-176.5,-176.25,-176,-175.75,-175.5,-175.25,-175,-174.75,-174.5,-174.25,-174,-173.75,-173.5,-173.25,-173,-172.75,-172.5,-172.25,-172,-171.75,-171.5,-171.25,-171,-170.75,-170.5,-170.25,-170,-169.75,-169.5,-169.25,-169,-168.75,-168.5,-168.25,-168,-167.75,-167.5,-167.25,-167,-166.75,-166.5,-166.25,-166,-165.75,-165.5,-165.25,-165,-164.75,-164.5,-164.25,-164,-163.75,-163.5,-163.25,-163,-162.75,-162.5,-162.25,-162,-161.75,-161.5,-161.25,-161,-160.75,-160.5,-160.25,-160,-159.75,-159.5,-159.25,-159,-158.75,-158.5,-158.25,-158,-157.75,-157.5,-157.25,-157,-156.75,-156.5,-156.25,-156,-155.75,-155.5,-155.25,-155,-154.75,-154.5,-154.25,-154,-153.75,-153.5,-153.25,-153,-152.75,-152.5,-152.25,-152,-151.75,-151.5,-151.25,-151,-150.75,-150.5,-150.25,-150,-149.75,-149.5,-149.25,-149,-148.75,-148.5,-148.25,-148,-147.75,-147.5,-147.25,-147,-146.75,-146.5,-146.25,-146,-145.75,-145.5,-145.25,-145,-144.75,-144.5,-144.25,-144,-143.75,-143.5,-143.25,-143,-142.75,-142.5,-142.25,-142,-141.75,-141.5,-141.25,-141,-140.75,-140.5,-140.25,-140,-139.75,-139.5,-139.25,-139,-138.75,-138.5,-138.25,-138,-137.75,-137.5,-137.25,-137,-136.75,-136.5,-136.25,-136,-135.75,-135.5,-135.25,-135,-134.75,-134.5,-134.25,-134,-133.75,-133.5,-133.25,-133,-132.75,-132.5,-132.25,-132,-131.75,-131.5,-131.25,-131,-130.75,-130.5,-130.25,-130,-129.75,-129.5,-129.25,-129,-128.75,-128.5,-128.25,-128,-127.75,-127.5,-127.25,-127,-126.75,-126.5,-126.25,-126,-125.75,-125.5,-125.25,-125,-124.75,-124.5,-124.25,-124,-123.75,-123.5,-123.25,-123,-122.75,-122.5
40,4.179755805,4.318402594,4.829062629,5.603018326,5.538841792,5.406052185,4.985140184,4.817212227,4.472504061,4.26171287,4.502238089,4.350424185,4.444212412,4.632986408,4.672042986,4.844538304,4.716383441,4.504904027,4.393516838,4.289194802,3.952888106,3.652081964,3.380008343,3.567373921,3.276973563,3.454111653,3.776654564,3.833780712,4.130491201,4.243065074,4.08511684,3.755012732,3.749479622,3.602517826,3.559015856,3.599054751,3.595286722,3.552834648,3.73033034,3.631477434,3.625904247,3.472704703,3.497313231,3.460991331,3.413036322,3.377234627,3.441769832,3.477324275,3.8994022,4.000173612,3.994199162,4.219885544,4.273903012,4.53637036,4.165762515,3.840183083,3.438705922,3.093392424,3.193629249,3.412741822,3.332013486,3.438043726,3.352662801,3.360715531,3.38071711,3.218549476,3.089123515,3.154839973,3.172971003,3.267927767,3.217248296,3.304681293,3.325809988,3.480933284,3.265343811,3.178167367,3.20122136,3.213190545,3.222074472,3.536986352,3.625784835,3.552266097,3.730077024,3.580408007,3.340774314,3.641143237,3.410746265,3.377584786,3.527141285,3.528497938,3.477973084,3.365497382,3.134046836,3.232528317,3.000574097,3.223188421,3.302801025,3.122259468,3.064966969,3.143838715,3.03592088,3.089699057,3.063979377,2.990315528,2.962023854,3.150145039,3.127509726,3.082025696,3.257308638,3.670550833,3.55507025,3.709421039,3.605342725,3.425638181,3.261612563,3.357709071,3.398952093,3.418246139,3.78914727,3.746369135,3.517971917,3.662198314,3.521671139,3.521830927,3.127688411,3.045922719,3.053922045,3.010572332,3.066386942,3.392804116,3.769678872,3.371664872,3.572675699,3.409371388,3.213805295,3.197203357,2.782323101,2.644659702,2.579443045,2.627068914,3.032071104,2.414094538,2.397470628,2.38439186,2.423999681,2.43384443,2.402807389,2.326170883,2.524634085,2.526947709,2.524937139,2.376572413,2.355267697,2.51112832,2.512888551,2.678220274,2.575912076,2.358417752,2.21021049,2.37704294,2.260522784,2.225218374,2.219530111,2.202486713,2.143323158,2.040253771,2.105077324,1.972031444,2.041819128,2.035085226,1.908770581,1.806359561,1.73836646,1.519368651,1.489493916,1.406500713,1.367622924,1.244018665,1.218216483,1.204770437,1.430028437,1.154477474,1.187313135,1.110469598,1.107792725,1.061802256,1.105660239,1.032066295,0.786008725,0.71320072,0.751496131,0.720071993,0.556232425,0.493905346,0.501198784,0.569425759,0.558810591,0.575146998,0.578677125,0.49474862,0.451115352,0.452866035,0.455869905,0.380281707,0.363844778,0.352761399,0.324097001,0.359949499,0.342431181,0.364751945,0.423407291,0.52015505,0.583130318,0.741608617,0.857789244,0.887588601,0.938144698,0.826521082,0.782562847,0.710567595,0.848959542,1.04778606,1.303839434,2.021286056,,,,,,,
40.25,4.356937306,4.554356365,5.260216103,5.899894919,5.968428481,5.342255899,5.060825985,4.822824582,4.560593893,4.548788873,4.77514576,4.699466752,4.624597931,4.523713498,4.590967397,4.8785461,5.101020174,4.883187355,4.859418939,4.627758648,4.215530074,3.650981493,3.551296275,3.612993691,3.565443998,3.41668891,3.698048675,3.783519116,3.97464794,4.016646152,3.971719291,3.726294705,3.700061398,3.528615812,3.620895962,3.711679616,3.668192665,3.647110615,3.595468266,3.774480171,3.629890769,3.564881962,3.732018479,3.670968465,3.502903441,3.524189538,3.388561348,3.561635297,3.573457897,3.915507896,4.025356242,4.265629583,4.40935384,4.554251915,4.45011819,3.988057965,3.510595487,3.3503687,3.529334866,3.810564213,3.688038839,3.64308478,3.531502909,3.445549605,3.377308057,3.213004805,3.222657006,3.195861846,3.161391076,3.172575583,3.326511573,3.453921281,3.445514516,3.506090904,3.360559273,3.260580498,3.411303208,3.587977073,3.628406546,3.480043467,3.572171386,3.795013431,3.862315318,3.680487278,3.493835621,3.793830255,3.789767519,3.594484114,3.484110829,3.597304131,3.709894955,3.650566876,3.511601615,3.386540555,3.277746512,3.11406234,3.335796034,3.067663436,3.20240114,3.109251118,3.160561845,3.401567337,3.307215803,3.250974539,3.245217583,3.331021438,3.224570703,3.386235378,3.870387235,3.838744297,3.794699057,3.896012545,3.660533113,3.707321213,3.54619807,3.422657285,3.535206966,3.867572031,4.005642639,3.978671485,3.959837169,3.941379177,3.809385456,3.554989041,3.440085953,3.148306143,3.072819951,3.132798079,3.224422796,3.421721681,3.551715308,3.107530309,3.75392271,3.545233484,3.412099815,3.220449419,2.880192578,2.831096229,2.724045573,2.859754896,2.783777588,2.568583838,2.444350425,2.397428875,2.388541206,2.437976729,2.422789452,2.501827494,2.54776021,2.623402701,2.642493944,2.51257865,2.526277129,2.48283872,2.529864894,2.38240861,2.705815149,2.483316258,2.293064804,2.388415879,2.22585473,2.381455204,2.251042883,2.219895683,2.118414775,2.065403984,2.092057449,2.065930472,2.118193865,2.0352636,1.995695143,2.122865685,1.75234639,1.60651007,1.491947867,1.450325006,1.382152134,1.312781068,1.369637861,1.158068652,1.20633063,1.221058196,1.150736169,1.04059043,1.108400647,1.019113172,1.071694419,0.993193562,0.829918185,0.841225956,0.693239236,0.672736855,0.58393738,0.492914874,0.466246354,0.498191245,0.483878087,0.519775794,0.53172372,0.492585377,0.461791923,0.628074834,0.413525156,0.391067881,0.381949984,0.346662713,0.320733261,0.289461592,0.301619106,0.317085206,0.373305165,0.458106471,0.531172507,0.714119675,0.897772003,0.960853046,0.963144146,0.906630911,0.77775562,0.781828869,0.921805919,1.182624806,1.505871208,,,,,,,,
40.5,4.409002908,4.77583458,5.578788342,6.025129778,5.931358099,5.872536651,5.410355581,5.155876473,4.899242739,4.872102299,4.771406826,5.073031885,4.870964884,4.867150964,4.830618783,4.915269281,5.012672232,5.020651191,4.840448236,4.612993295,4.516508062,4.131853058,3.908479933,3.962818214,3.741705484,3.713233388,3.684024745,3.763496908,4.058272146,4.125797281,3.912076075,3.763107827,3.561509461,3.775945657,3.759197496,3.713330566,3.855664674,3.96773253,3.860507135,3.783929616,3.911147316,3.985807172,4.032744612,4.16502095,4.014229104,3.853502175,3.809196127,3.70187619,3.845591072,3.935270934,4.445483746,4.448386309,4.292872751,4.232454438,4.531630355,4.226708824,3.793390594,3.584787816,3.739514655,3.942932196,3.856002901,4.127968219,3.978709158,3.700061744,3.61639037,3.486674458,3.379145436,3.321938387,3.263145996,3.265247253,3.617876958,4.048309643,3.859646097,3.838893485,3.650752264,3.813467215,4.046567588,3.837326865,3.866489162,3.659015103,3.694176938,3.698494184,3.713233012,3.712236369,3.63640923,4.005754659,4.438959671,3.967130087,3.761271733,3.718472619,3.865481518,3.701331793,3.576220758,3.713021645,3.560099713,3.55684981,3.456035746,3.255400043,3.335996765,3.41318581,3.453609159,3.239356836,3.446139499,3.492104673,3.456363741,3.537173155,3.344077637,3.544543652,3.697276399,3.90579873,3.895558206,3.666325429,3.521699748,3.676861692,3.858496038,3.948708525,4.318865881,4.368530919,4.268177977,4.503537203,4.473396096,4.272856358,3.989262437,3.654121389,3.533090488,3.375754218,3.418959076,3.480793717,3.49852172,3.535495083,3.89697724,3.696445646,3.452942577,3.64664731,3.347321759,3.418409561,3.177929055,2.932955935,3.119881983,3.077026685,3.117728898,2.989536036,2.828940204,2.538825851,2.505376776,2.510615356,2.576724957,2.955285457,2.652422364,2.610256512,2.773696582,2.973788975,2.931877739,2.763170828,2.613429112,2.642934234,2.751294676,2.351617574,2.351780019,2.400321918,2.654579963,2.628872328,2.271062052,2.200101029,2.149018162,2.388820182,2.194791459,2.198100813,2.125642146,2.308554883,2.136181441,2.08886122,1.980848495,1.757398619,1.616944262,1.469673874,1.411660144,1.297757222,1.228602154,1.417026637,1.237347109,1.165958132,1.118817205,1.026224225,0.980819296,1.012257792,0.994336505,0.891056692,0.968658795,0.804121633,0.807101793,0.687773086,0.528652372,0.546185753,0.516647259,0.514017983,0.517854394,0.501851206,0.475465775,0.483713724,0.42821863,0.420182287,0.423266085,0.408551139,0.374831229,0.341802,0.3021321,0.271890485,0.283361329,0.293650169,0.344754113,0.385759167,0.496406561,0.610267215,0.783127429,0.922816581,0.984232865,0.974025578,0.823028001,0.831018293,1.05459227,1.602762489,2.038267039,,,,,,,,
40.75,4.697767289,4.887138874,5.583969907,6.180556111,6.129084725,5.783329911,5.607007128,5.248551133,5.152630772,5.311309137,5.392740493,5.420251377,5.357728978,5.238463811,4.968714659,4.900593427,5.100944702,4.98612216,5.0096634,4.920286324,4.957706293,4.503806289,4.127669284,4.14228032,3.982342501,3.943069883,3.928709327,3.93663387,4.086395751,4.466168182,4.630868684,4.218276826,3.914783257,3.721861933,3.737703874,3.92766802,4.217754946,4.345154677,4.312077705,3.990396201,4.202346635,4.29465523,4.180264045,4.477723451,4.6709892,4.532597652,4.326185579,4.124784318,3.953227656,4.267344688,4.349110273,4.381762383,4.176471857,4.073627979,4.238960239,4.130047371,3.785383562,3.788343076,3.898423353,4.153047796,4.139760393,4.044888779,4.124422761,4.005980736,3.82159919,3.845892478,3.849062555,3.683130032,3.669223871,3.715185456,3.951140551,3.921263184,4.236591227,4.216264463,3.961708724,4.132426763,3.955245733,4.131163709,4.074732359,4.028633524,3.874906003,3.99657412,3.914433143,3.515582178,3.719023818,3.880105244,4.2850911,4.010407755,3.780472977,3.442149181,3.424482641,3.615943644,3.98134261,3.417598978,3.535364046,3.634794403,3.544241512,3.772037125,3.531209191,3.440644918,3.603559038,3.602649672,3.515168387,3.470702681,3.492958414,3.826609063,3.909757128,3.879703659,3.745592499,3.719526205,3.616409096,3.551643664,3.673990823,4.151119387,4.079290535,4.310937675,4.544234869,4.551745974,4.752081306,4.469836179,4.653296309,4.291869667,4.053058909,3.776240592,3.747953467,3.671175984,3.718055581,3.895657046,3.845825787,3.872110734,3.604391436,3.626382513,3.386277956,3.618111371,3.826674459,3.73488375,3.289198302,3.20059511,3.382635793,3.261430297,3.79589599,3.464814418,3.042612325,2.828130603,2.77806155,2.782488841,2.993348847,3.002423505,2.754980874,2.849801256,3.05438601,3.321839777,3.03739428,2.789082205,2.648759316,2.828378224,2.814686829,2.797177003,2.512798274,2.587228539,2.564788377,2.518183281,2.399040257,2.298239361,2.337956124,2.272656122,2.291078343,2.247290811,2.238597273,2.153011783,2.058951464,2.102607561,2.088989,1.903438852,1.74638587,1.631221321,1.508961431,1.356205498,1.256327029,1.269910256,1.165977656,1.156599538,1.086787924,1.028748864,1.029418666,1.030331889,0.967719603,0.862006242,0.854172483,0.821705694,0.774223218,0.687769292,0.571204968,0.571245825,0.549167435,0.529245385,0.498448616,0.477699473,0.439215951,0.422224131,0.399462032,0.403974582,0.407149863,0.408157198,0.378774825,0.34747072,0.303314175,0.275997008,0.281484598,0.304992895,0.339750746,0.357424696,0.41236115,0.425185005,0.588166468,0.719509189,0.842699613,0.893736344,0.932261665,0.978649952,1.134205359,1.530159412,2.399089717,,,,,,,,
41,4.693698571,4.907971053,5.188433583,5.777722045,6.241057875,5.885542973,5.600873315,5.533892411,5.62106453,5.553706079,5.40098982,5.12065829,5.109286137,4.784068606,5.029009373,5.047461224,5.139558227,4.973461747,4.965583272,5.181693376,5.278265394,4.793178686,4.492623007,4.321660052,4.112869367,4.017002337,4.011085032,4.001287031,4.208816963,4.417005072,4.606144037,4.590504477,4.699429773,4.171410779,4.02244541,4.077805008,4.255324029,4.073863698,4.156395796,4.313760376,4.658368384,4.634398815,4.577268242,4.561912177,4.607673038,4.830234309,4.611293504,4.667309051,4.673089652,4.521395465,4.448264471,4.418167239,4.21555874,4.343385066,4.319757142,4.315595191,3.99713718,4.002155579,4.083355316,4.159486295,4.181714791,4.144680752,4.035618805,4.021261588,3.943845602,3.996264381,4.281254876,4.273669895,4.39977364,4.68653135,4.133927306,4.010640611,3.802998806,4.247238415,4.304067311,4.587442713,4.628439766,4.395216501,4.384338776,4.340611676,4.229719572,4.173257712,4.02580089,3.786499326,4.011617937,4.202886591,3.803708753,3.703067411,3.624234766,3.865556113,3.334767038,3.357428047,3.273578298,3.611032526,3.568921313,3.591327747,3.975753718,4.21852417,4.163852314,3.650243661,3.850904568,3.961112737,3.662049452,3.707724301,3.420399834,3.672904282,3.876586093,3.922085628,3.923043878,3.902908197,3.770022948,3.912862951,4.265047454,4.615030172,4.22317506,4.288270114,4.692811152,4.721324216,4.731404426,4.571756726,4.744603397,4.498587001,4.338539947,4.207908445,3.994778745,4.008941733,4.018654994,3.974203071,4.29817588,4.014906851,3.874459569,3.680673063,3.658556519,3.833367632,3.933493708,3.922599211,3.875608329,3.447235414,3.613052593,3.33876636,3.687001222,3.766207777,3.433757853,3.114410404,2.904543459,2.710412983,2.927393233,3.125807637,2.994067485,3.074856311,3.18049632,3.046479069,2.976584311,2.829173433,3.052049951,3.056879514,3.114841773,3.224921161,2.874505268,2.762818694,2.594801498,2.55559814,2.598052732,2.455872144,2.604491949,2.420125983,2.526155973,2.463145478,2.182599728,2.213472398,2.086324643,1.957827825,2.112500094,1.91161043,1.853628766,1.671031265,1.575174636,1.345106891,1.282019408,1.211020347,1.171460704,1.442346984,1.218272487,1.012374922,1.00863597,1.125276027,0.996700654,0.962550048,0.854248742,0.834133049,0.747326674,0.721976954,0.651403821,0.621692045,0.59065547,0.570092184,0.519160456,0.425361981,0.393001841,0.331383867,0.321271552,0.355617222,0.356045055,0.363091721,0.35915454,0.319750398,0.286812341,0.269037797,0.284958986,0.332554292,0.31429581,0.34898869,0.371951169,0.377328782,0.440116169,0.556104085,0.63557089,0.713072961,0.830125553,0.997212651,1.177526707,1.450345381,2.182215445,2.75755585,,,,,,,
41.25,4.709336769,4.926409341,5.280997761,5.518089065,5.752777525,5.604923035,5.677713669,5.818754823,5.865974745,5.674766969,5.36444896,5.042134077,4.657116838,4.657999133,4.804094374,4.796691286,4.67043188,5.127163964,5.362604557,5.468725529,5.512168626,5.216365664,5.183384551,4.62235491,4.194291655,4.270081882,4.109345338,4.276584559,4.386937411,4.610895649,4.924151634,5.008068836,4.826496934,4.383902641,4.379904394,4.401266182,4.159344772,4.047782499,4.246768994,4.478478631,4.789461099,4.614701828,4.627273626,4.660551604,4.594293279,4.655755942,4.762480031,4.47159437,4.554255189,4.398603423,4.476294303,4.699257775,4.358433143,4.128530443,4.276320656,4.0975904,4.116763179,4.194821544,4.362205337,4.351475085,4.382022385,4.242437102,4.568854489,4.510464951,4.318157725,4.184608973,4.368698471,4.688447765,4.292621386,4.430714047,4.52991955,4.212928096,4.373283024,4.578973,4.249952917,4.245530837,4.825412345,4.590154221,4.476880885,4.376935058,4.591986886,4.221976983,3.932910474,3.646645202,3.789165282,3.670071553,3.634665652,3.7621295,3.669071045,3.287062266,3.386186544,3.542611288,3.265695395,3.436447577,3.634264374,3.975976142,4.236922747,4.139464328,4.311394363,3.763229948,3.41326718,3.694837483,4.125270487,4.110571585,3.824754062,3.665076759,3.811801547,4.197191346,4.019308388,3.946067576,3.991382018,4.082263845,4.342202577,4.706827912,4.702310741,4.555443431,4.634018611,4.811987594,4.503335803,4.495418352,4.561117753,4.486894093,4.219563782,4.109849068,4.154656382,4.370669491,4.483859562,4.50549305,4.567804409,4.39384315,4.319193908,4.123589462,3.967220715,4.161004216,4.142491394,4.141159326,3.722964322,3.568556476,3.54103679,3.672860871,3.952732268,3.752860058,3.343351182,3.285853102,3.140383629,2.993962768,2.899044427,2.938404015,2.95981428,3.036424073,2.845957613,3.244975103,3.065134072,3.265711969,3.528124607,3.046542771,3.266605345,3.278734395,3.039352913,2.928039284,2.983078797,2.9979433,2.673668665,2.557716022,2.801241254,2.828769811,2.633286617,2.244998536,2.402748092,2.33269721,2.07731716,2.069272617,1.972356268,2.041337016,1.812376045,1.718575756,1.729414338,1.412584056,1.385895816,1.194398679,1.361559941,1.484403736,1.215236087,1.26241787,1.081413698,1.079281741,0.967313542,1.018257033,0.807080902,0.855680757,0.776014973,0.709397516,0.67432537,0.633083097,0.615625651,0.612621367,0.509921325,0.439086508,0.34246771,0.31927718,0.301894575,0.327244313,0.306014018,0.327482581,0.330574012,0.282952077,0.263473621,0.273463714,0.271538317,0.312955492,0.337633853,0.342236802,0.348861996,0.392054231,0.397913601,0.440471346,0.503877518,0.61084365,0.771271135,1.032234068,1.256493683,1.39144809,1.95204132,2.872433997,,,,,,,
41.5,4.694571798,5.002780127,5.03100618,5.323507133,5.435583464,5.740029929,5.590355136,5.957245559,5.749109144,5.402776165,5.437161976,4.885526094,4.33415019,4.319661639,4.417897901,4.801865139,4.897251431,5.558365601,5.859935152,5.66306508,5.059710182,5.130948306,4.756636682,4.404059302,4.310443279,4.152242849,4.257774282,4.325754354,4.50506077,4.967800601,5.611912257,5.435735957,4.944380064,4.416377172,4.659255956,4.396714144,4.117252566,4.165180951,4.089565527,4.456176856,4.97915192,5.383619853,5.483802932,4.898121097,4.889272728,4.943285278,4.920129983,4.605573309,4.444129685,4.380401739,4.644196299,4.837133492,4.591671268,4.333407163,4.237138686,4.511765891,4.954193086,4.383545871,4.50829789,4.505555165,4.545471636,4.453130957,4.675174103,5.111389693,4.733539072,4.567657037,4.552355071,4.54035196,4.258001901,4.404801682,4.433006879,4.730470603,4.972428763,5.091590169,4.79851888,4.268214643,4.931795032,4.311869123,4.453391511,4.011558905,4.192234333,4.383122231,4.211964624,3.869473409,3.768201967,3.813972892,3.69348161,3.686087011,3.415106426,3.464155669,3.313734561,3.518611492,3.661445803,3.693199324,3.751582637,3.804062298,4.127070272,4.160842417,4.236622335,4.039841253,3.836153285,3.698002079,3.967790386,4.127103629,4.227317267,3.960428201,3.956819369,4.187444996,4.336884347,4.201095983,4.227607674,4.268596235,4.570931839,4.602552607,4.3191556,4.411478501,4.290070925,4.599052941,4.962564438,4.863141197,5.036102348,4.922110178,4.740469147,4.428229004,4.445468138,4.613847756,4.651526723,4.691359439,5.078835309,4.68788093,4.786471629,4.517429974,4.377406685,4.34517743,4.584871425,4.430407095,4.198364471,4.010040162,3.933590916,4.289892364,3.826301417,3.969324352,3.551717821,3.384017866,3.319005108,3.486046202,3.357551318,3.013130452,3.103583495,3.030811692,3.131885805,2.925538768,2.932901861,3.166376186,3.219092354,3.212310598,3.407277672,3.768441872,3.317451969,3.659861,3.288245453,3.241962636,3.038749224,2.838411087,2.848157438,2.964964421,2.694100192,2.435013547,2.381362228,2.257604293,2.643207048,2.135515009,2.008080137,2.125427787,1.906810219,2.028528814,1.9495149,2.204152387,1.961773743,1.380187732,1.301320251,1.235049908,1.465071799,1.254977355,1.295814413,1.161206235,1.08731066,1.134883436,0.822875029,0.953127073,0.829622355,0.744693579,0.83365312,0.837654928,0.62067739,0.65194378,0.525118464,0.419049465,0.354968597,0.291280834,0.33230524,0.297703377,0.334136914,0.374592899,0.361495725,0.275082931,0.259529628,0.258204387,0.271595079,0.310408102,0.317834295,0.318972842,0.353263874,0.412227074,0.404664785,0.411549097,0.465040159,0.54931867,0.748512205,1.07133495,1.313973388,1.419974367,1.593880803,3.106472724,,,,,,,
41.75,5.3640257,5.420745148,5.432763446,5.474330477,5.855304123,6.36669936,6.626993277,6.675442658,6.322604045,5.936184959,5.295722854,4.759460529,4.28866041,4.300842293,4.349832212,4.598168052,4.611928345,5.704066473,6.48498733,5.827168163,5.896505901,5.984316292,4.876102212,4.455272817,4.398107122,4.236654807,4.179264087,4.331396814,4.600612557,4.849600095,5.472003497,5.01224825,4.959523159,4.750550006,4.579210193,4.594681626,4.46521168,4.423116512,4.150359212,4.444130791,4.866577495,5.564262381,5.877558405,5.473452806,5.042498316,5.079271056,4.743427069,4.744505221,4.652278744,5.106418064,5.308275907,5.276633561,4.96775398,4.73356049,4.72324135,4.57032051,4.95629948,4.892590887,4.566839475,4.462326283,4.478803865,4.318355586,4.18843411,4.462035032,4.883855002,5.004518602,4.918834905,4.577704599,4.719269224,4.681635626,4.460884955,4.709994798,4.806245221,5.107689168,5.101687576,5.044485832,4.428860995,4.110869348,4.004965163,4.132439439,4.274483513,4.665093066,4.228040503,3.895153883,3.729798061,3.723480836,4.186990015,3.792824945,3.336081864,3.34474391,3.352302538,3.347391896,3.550162901,3.747985065,4.10979186,3.961728971,4.015764529,3.93857785,4.000576351,4.032477023,4.274183867,4.055653067,4.240501382,3.924697235,3.770284654,4.170227703,4.376152507,4.30156829,4.055718942,3.84363605,3.920861046,4.392888283,4.414079912,4.251161843,4.120551827,4.4657182,4.618198099,4.512046652,4.81041071,4.623799323,4.850748179,4.913461939,4.862203581,4.349816425,4.3321971,4.784243975,4.857710132,4.847053412,4.947301689,4.7060467,4.796587913,5.082322489,4.658137618,4.660798904,4.647076826,4.50801179,4.835185286,4.633021554,4.701706448,4.498846241,4.280347006,4.072026934,3.589843993,3.603686207,3.394791135,3.369291183,3.397174329,3.696460628,3.560038092,3.565641171,3.504775079,3.596745112,3.312348631,3.594926325,3.248630639,3.394836176,3.694422854,3.689330011,3.787369626,3.930270512,3.520603426,3.443246745,2.820230803,2.870490734,2.865926821,2.90541122,2.632178628,2.420535847,2.684237606,2.612247089,2.64455551,2.647473887,2.246218694,2.7683938,2.138869912,2.057167367,2.321128214,1.958586873,2.179638031,1.582290492,1.643644708,1.604875977,1.341797288,1.378978835,1.379969616,1.297267579,1.102276843,1.137716107,1.008320057,0.939502398,0.91564498,0.832685486,0.852575969,0.916277709,0.765193965,0.618656268,0.540818191,0.458375321,0.386665675,0.375060625,0.310270262,0.311331247,0.358799451,0.359153671,0.428048359,0.296640693,0.276087917,0.266794115,0.307484995,0.276202688,0.278812003,0.290178548,0.316352031,0.372837083,0.401080606,0.440986093,0.506627417,0.566983062,0.699605344,1.036768425,1.305762767,1.43021924,1.482926346,2.720384769,,,,,,,
42,5.725148805,6.120373896,6.427095228,5.711889366,6.019902069,6.793763551,6.971639958,6.550937413,6.523567898,6.319277504,5.810898707,5.021432218,4.420951043,4.565478814,4.43797303,4.660919001,4.999219095,5.307033597,5.313914637,5.651715283,5.518581074,5.555608978,4.911997781,4.626071316,4.471869405,4.362374339,4.227882754,4.29459659,4.521917408,4.636248647,5.085047611,5.281236952,5.321483728,5.103533438,4.999142149,4.852109631,4.999450928,4.744408773,4.794334797,4.904745036,4.983396612,5.472392038,5.647367819,5.646763916,5.160419844,5.134976339,4.877494784,5.099333252,4.913076765,5.76166313,5.345884084,4.84646572,4.973354196,4.864899958,4.837184932,4.759949368,5.021028142,5.007731646,4.454138204,4.077368003,3.955707073,4.253421738,4.31684233,4.205980051,4.486478351,4.740563045,4.914795785,4.756434672,4.892074203,5.110545279,4.951717013,4.831368793,4.926252879,4.962149938,4.973673682,5.032948234,4.904362068,4.606462163,4.491738767,5.261989758,5.002697274,5.006427209,4.770143936,4.170616183,4.032873609,3.788860955,3.913147143,3.817631161,3.511827332,3.531050146,3.440110309,3.481111196,3.801411949,3.751857041,3.805136732,3.836203455,3.748283278,3.812406068,4.036630026,4.221394375,4.361236691,4.176397077,4.63321768,4.074241712,3.731717679,3.872552954,4.259062735,4.388448996,4.14883682,4.057376112,4.054547274,4.586883699,4.35618964,4.424963505,4.478525366,4.377988351,4.470958894,4.41326603,4.758795506,4.491043256,4.681708344,4.677874523,4.784988916,4.503239426,4.523893048,4.948548873,5.089375367,5.059441789,4.995440552,5.134357054,4.574888496,4.708846918,4.674245983,4.726498701,4.694626624,4.839899744,5.018962379,4.999343472,4.996691216,4.592566163,4.424466805,4.301706194,3.904717606,3.90511536,4.327789127,4.047528948,4.378709825,4.192297505,3.936845327,3.881217451,4.063692157,3.860831786,3.834955019,3.608010513,3.637976834,3.334424251,3.724045052,4.205712472,3.602515564,3.800964796,3.770145399,3.507015233,3.321939209,3.097788015,3.215629874,3.012716722,2.808364424,2.869238648,3.026437695,3.310620549,2.849334276,2.741034517,2.541468436,2.684581621,2.329846148,2.249959448,2.536664376,1.978369689,1.982582358,1.856635283,1.832983663,1.73137696,1.325455497,1.374794724,1.254509622,1.1677656,1.190092204,1.164667951,1.094259841,1.026298983,0.988966861,0.920705832,0.987434902,0.847439616,0.852231532,0.717731038,0.627119729,0.526445474,0.776443051,0.428053593,0.372060038,0.379573324,0.392139357,0.367967638,0.352440981,0.349533046,0.304241843,0.279972038,0.28239755,0.308786367,0.265664364,0.269155494,0.336645656,0.425189549,0.48859263,0.474523729,0.470550176,0.495574917,0.614403453,0.866303889,1.176113022,1.329879439,1.407862613,,,,,,,,
